contract_number;card_type;plastic_status;virtual_status;credit_limit;workflow_type;created_at;acquisition_channel;company_type;business_dni_type;business_website;business_foundation_year;city;department;bureau_score;banked_type1;banked_type2;hard_credit_check;number_saving_accounts;number_saving_accounts_alert;bureau_debt;bureau_debt_default;number_current_loans;number_current_loans_default;sherlock_anomaly;sherlock_distrust;sherlock_operator;sherlock_reactivate;sherlock_banked;sherlock_collection;emailage_eascore;lc_judicial_proceedings_against;number_shareholders;os;economic_activity_group;number_employees;mora_ultimos_6meses
648;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;3/01/2022 10:09;DIRECTO;SAS;NIT;no tiene;2013;Barranquilla;Atlántico;585;1;1;1;4;0;286159;0;11;0;0.45;0.55;claro;FALSE;0;0;579;0;1;Windows;COMERCIO;4;5
670;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;31/12/2021 15:41;EVENTS;SAS;NIT;tiene;2009;Bogotá;Bogotá;684;1;0;3;1;0;0;0;0;0;0.28;0;claro;TRUE;1;1;628;0;1;iPhone;SERVICIOS;5;30
672;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;29/12/2021 21:47;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;647;1;0;1;1;0;0;0;0;0;0.23;0;etb;TRUE;1;0;487;0;1;iPhone;SERVICIOS;2;0
640;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;31/12/2021 10:03;SOCIAL_NETWORKS;SAS;NIT;no tiene;2018;Medellín;Antioquia;542;1;1;1;1;0;0;0;0;0;0.62;0.49;claro;FALSE;0;0;419;0;1;Windows;SERVICIOS;19;0
682;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;30/12/2021 7:29;INTERNET;SAS;NIT;tiene;2019;Bogotá;Bogotá;644;1;0;1;2;0;0;0;3;0;0.11;0;tigo;FALSE;1;1;500;0;2;Linux;COMERCIO;3;1
630;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/12/2021 16:20;EVENTS;SAS;NIT;tiene;2007;Bogotá;Bogotá;558;1;1;3;1;0;0;0;0;0;0.59;0.7;claro;FALSE;0;0;410;0;1;Windows;SERVICIOS;30;11
657;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;29/12/2021 16:52;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Bogotá;Bogotá;809;1;1;3;1;0;0;0;0;0;0.56;0.43;claro;FALSE;0;0;643;0;1;Windows;SERVICIOS;56;0
656;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;4/01/2022 9:18;INTERNET;SAS;NIT;no tiene;2016;Bogotá;Bogotá;589;1;1;3;1;0;144737;0;5;0;0.52;0.58;claro;FALSE;0;0;366;0;1;Windows;SERVICIOS;44;11
665;BUSINESS;LOST;LOST;2000000;FAMILY_AND_FRIENDS;4/01/2022 19:38;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2018;Santa rosa de cabal;Risaralda;673;1;1;3;1;0;0;0;0;0;0.28;0.59;claro;FALSE;0;0;672;0;1;Windows;SERVICIOS;37;5
674;BUSINESS;CANCELED;CANCELED;5000000;BUSINESS;3/01/2022 13:10;COMMUNICATION_MEDIA;SAS;NIT;tiene;2015;Bogotá;Bogotá;652;1;0;2;2;0;130;0;2;0;0.12;0;claro;TRUE;1;0;634;0;1;Macintosh;SERVICIOS;2;0
666;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;4/01/2022 21:25;REFERRER;SAS;NIT;no tiene;2018;Medellín;Antioquia;611;1;1;2;3;0;0;0;0;0;0.41;0.33;claro;FALSE;0;0;311;0;1;Windows;SERVICIOS;26;0
667;BUSINESS;CANCELED;CANCELED;2000000;FAMILY_AND_FRIENDS;5/01/2022 8:36;SOCIAL_NETWORKS;SAS;NIT;no tiene;2018;Cajicá;Cundinamarca;783;0;0;2;1;0;0;0;0;0;0.56;0.63;claro;FALSE;0;0;627;0;1;Windows;SERVICIOS;11;0
696;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;5/01/2022 9:49;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2018;Bogotá;Bogotá;591;1;1;3;1;0;0;0;0;0;0.63;0.25;claro;FALSE;0;0;263;0;3;Windows;SERVICIOS;42;13
724;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;4/01/2022 9:39;CREDIT_PROFESSIONAL_CONTACT;SAS;NIT;tiene;2016;Manizales;Caldas;640;1;0;2;4;0;7148;0;1;0;0.53;0.55;claro;FALSE;0;0;422;0;1;Windows;SERVICIOS;24;30
778;BUSINESS;ACTIVE;ACTIVE;20000000;BUSINESS;5/01/2022 9:10;INTERNET;SAS;NIT;tiene;2012;Bogotá;Bogotá;624;1;0;1;1;0;0;0;1;0;0.11;0;virgin;TRUE;1;1;549;0;1;Windows;SERVICIOS;47;0
665;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;4/01/2022 19:38;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2018;Santa rosa de cabal;Risaralda;584;1;1;2;2;0;0;0;0;0;0.73;0.75;claro;FALSE;0;0;511;0;1;Windows;SERVICIOS;51;5
833;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;26/01/2022 20:24;REFERRER;SAS;NIT;no tiene;2018;Medellín;Antioquia;685;0;0;3;2;0;0;0;0;0;0.64;0.42;claro;FALSE;0;0;363;0;2;Windows;SERVICIOS;27;20
738;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/01/2022 15:24;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2017;Barranquilla;Atlántico;796;1;1;3;1;0;0;0;0;0;0.47;0.55;claro;FALSE;0;0;748;4;3;Windows;SERVICIOS;42;5
683;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;6/01/2022 16:41;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2018;Medellín;Antioquia;663;1;1;2;3;0;0;0;0;0;0.38;0.29;claro;FALSE;0;0;734;0;1;Windows;SERVICIOS;79;15
750;BUSINESS;PREVENTIVELY_LOCKED;ACTIVE;10000000;FAMILY_AND_FRIENDS;7/01/2022 9:33;INTERNET;SAS;NIT;no tiene;2018;Bogotá;Bogotá;680;1;1;2;1;0;0;0;0;0;0.32;0.61;claro;FALSE;0;0;692;0;4;Windows;SERVICIOS;76;0
1079;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;5/01/2022 15:42;INTERNET;SAS;NIT;tiene;2009;Bogotá;Bogotá;721;1;1;1;2;0;16841;0;3;0;0.11;0;claro;TRUE;1;1;746;0;1;iPhone;MANUFACTURA;44;3
684;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;FAMILY_AND_FRIENDS;6/01/2022 21:26;INTERNET;SAS;NIT;tiene;2019;Barranquilla;Atlántico;647;0;0;2;3;0;0;0;0;0;0.53;0.62;claro;FALSE;0;0;661;0;2;Windows;MANUFACTURA;79;120
863;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;1/02/2022 10:46;SOCIAL_NETWORKS;SAS;NIT;no tiene;2018;Bogotá;Bogotá;545;1;1;3;1;0;0;0;0;0;0.69;0.43;claro;FALSE;0;0;418;0;1;Windows;SERVICIOS;21;5
734;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;9/01/2022 9:56;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;651;1;0;3;2;0;0;0;0;0;0.11;0;tigo;FALSE;1;1;403;0;1;Linux;SERVICIOS;1;2
832;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;9/01/2022 17:41;SOCIAL_NETWORKS;SAS;NIT;no tiene;2016;Bogotá;Bogotá;757;1;1;3;2;0;31378;0;6;0;0.11;0;claro;TRUE;1;1;714;0;1;Linux;SERVICIOS;3;69
698;BUSINESS;ACTIVE;ACTIVE;8000000;FAMILY_AND_FRIENDS;11/01/2022 8:54;REFERRER;SAS;NIT;no tiene;2018;Rionegro;Antioquia;766;1;1;1;3;0;0;0;0;0;0.72;0.55;claro;FALSE;0;0;726;0;3;Windows;SERVICIOS;37;0
734;BUSINESS;LOST;LOST;10000000;BUSINESS;9/01/2022 9:56;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Bogotá;Bogotá;651;1;0;3;2;0;0;0;0;0;0.11;0;tigo;FALSE;1;1;496;0;1;Linux;SERVICIOS;1;2
773;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;11/01/2022 10:38;SOCIAL_NETWORKS;SAS;NIT;no tiene;2018;Bogotá;Bogotá;617;1;1;1;1;0;28292;0;2;0;0.27;0;claro;TRUE;1;1;662;0;1;Linux;COMERCIO;4;15
784;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;12/01/2022 7:46;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Medellín;Antioquia;652;1;0;2;2;0;0;0;2;0;0.11;0;tigo;TRUE;1;1;378;0;1;iPhone;SERVICIOS;64;12
858;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;31/01/2022 16:48;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Medellín;Antioquia;639;1;0;1;1;0;13591;0;1;0;0.29;0.57;claro;FALSE;0;0;721;0;3;Windows;SERVICIOS;6;22
829;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;12/01/2022 21:54;INTERNET;SAS;NIT;tiene;2018;Bogotá;Bogotá;640;1;0;12;1;0;0;0;4;0;0.23;0;claro;TRUE;1;1;431;0;1;Windows;SERVICIOS;8;8
716;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;13/01/2022 8:35;REFERRER;SAS;NIT;no tiene;1990;Bogotá;Bogotá;721;0;0;2;3;0;0;0;0;0;0.66;0.41;claro;FALSE;0;0;440;0;1;Windows;SERVICIOS;24;18
730;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;13/01/2022 20:59;INTERNET;SAS;NIT;no tiene;2018;Bogotá;Bogotá;744;1;1;1;1;0;0;0;0;0;0.56;0.69;claro;FALSE;0;0;451;0;1;Windows;SERVICIOS;77;7
729;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;14/01/2022 10:46;FRIEND_OR_COLLEAGUE;LTDA;NIT;tiene;2015;Bogotá;Bogotá;666;1;1;1;2;0;0;0;0;0;0.29;0.69;claro;FALSE;0;0;271;0;2;Windows;SERVICIOS;63;10
713;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;12/01/2022 21:13;INTERNET;SAS;NIT;no tiene;2018;Bogotá;Bogotá;604;1;1;1;1;0;0;0;0;0;0.65;0.68;claro;FALSE;0;0;546;0;1;Windows;SERVICIOS;52;4
715;BUSINESS;CANCELED;CANCELED;2000000;FAMILY_AND_FRIENDS;12/01/2022 18:10;INTERNET;SAS;NIT;tiene;2019;Bogotá;Bogotá;812;0;0;3;1;0;0;0;0;0;0.28;0.25;claro;FALSE;0;0;480;0;1;Windows;MANUFACTURA;57;334
962;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;13/01/2022 14:12;INTERNET;SAS;NIT;no tiene;2019;Medellín;Antioquia;632;1;1;3;1;0;105642;0;2;0;0.28;0;movistar;TRUE;1;1;512;0;2;iPhone;MANUFACTURA;4;3
733;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;14/01/2022 7:50;SOCIAL_NETWORKS;SAS;NIT;no tiene;2018;Bogotá;Bogotá;560;1;1;3;3;0;0;0;0;0;0.73;0.48;claro;FALSE;0;0;414;0;1;Windows;SERVICIOS;11;0
1924;BUSINESS;ACTIVE;ACTIVE;5000000;CROSS_SELLING;8/11/2022 8:36;INTERNET;LTDA;NIT;tiene;1981;Bogotá;Bogotá;596;1;1;1;1;0;0;0;0;0;0.53;0.48;claro;FALSE;0;0;337;0;4;Windows;SERVICIOS;24;0
756;BUSINESS;ACTIVE;ACTIVE;20000000;BUSINESS;17/01/2022 12:15;INTERNET;SAS;NIT;no tiene;2016;Bogotá;Bogotá;652;1;0;3;2;0;0;0;1;0;0.19;0;claro;TRUE;1;1;641;0;2;Windows;SERVICIOS;33;15
835;BUSINESS;PENDING_ACTIVATION;ACTIVE;10000000;CURRENT_CUSTOMER;17/01/2022 11:25;INTERNET;SAS;NIT;tiene;2015;Bogotá;Bogotá;745;1;1;1;3;0;117860;0;7;0;0.32;0.4;claro;FALSE;0;0;281;0;2;Windows;SERVICIOS;20;0
795;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;14/01/2022 15:48;SOCIAL_NETWORKS;SAS;NIT;no tiene;2018;Bogotá;Bogotá;716;1;1;1;3;0;0;0;0;0;0.56;0.63;claro;FALSE;0;0;725;0;1;Windows;SERVICIOS;49;11
764;BUSINESS;CANCELED;CANCELED;10000000;BUSINESS;15/01/2022 13:46;EVENTS;SAS;NIT;no tiene;2010;Bogotá;Bogotá;647;1;0;1;2;0;131668;131668;1;1;0.28;0;claro;TRUE;1;1;624;0;1;Windows;SERVICIOS;25;365
747;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;17/01/2022 9:23;INTERNET;SAS;NIT;no tiene;2014;Bogotá;Bogotá;597;1;1;2;3;0;0;0;0;0;0.58;0.68;claro;FALSE;0;0;392;0;1;Windows;SERVICIOS;45;3
762;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;14/01/2022 18:17;REFERRER;SAS;NIT;tiene;2019;Bogotá;Bogotá;668;0;0;1;3;0;0;0;0;0;0.33;0.49;claro;FALSE;0;0;439;0;1;Windows;MANUFACTURA;23;90
757;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;FAMILY_AND_FRIENDS;17/01/2022 18:47;COMMERCIAL_ALLY;SAS;NIT;no tiene;2014;Bucaramanga;Santander;777;1;1;2;3;0;0;0;0;0;0.74;0.66;claro;FALSE;0;0;654;0;1;Windows;SERVICIOS;51;3
754;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;17/01/2022 15:49;REFERRER;SAS;NIT;no tiene;2015;Envigado;Antioquia;694;0;0;2;2;0;0;0;0;0;0.31;0.42;claro;FALSE;0;0;290;0;2;Windows;OTRAS INDUSTRIAS;75;16
779;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;16/01/2022 4:11;SOCIAL_NETWORKS;LTDA;NIT;no tiene;2004;Bogotá;Bogotá;837;1;1;1;1;0;177;0;5;0;0.11;0;claro;TRUE;1;1;452;0;2;iPhone;MANUFACTURA;1;6
812;BUSINESS;ACTIVE;ACTIVE;20000000;BUSINESS;16/01/2022 9:37;EVENTS;SAS;NIT;tiene;2018;Bogotá;Bogotá;652;1;0;6;3;0;0;0;1;0;0.11;0;claro;FALSE;1;1;565;0;1;Macintosh;SERVICIOS;13;40
761;BUSINESS;ACTIVE;ACTIVE;30000000;BUSINESS;17/01/2022 1:29;SOCIAL_NETWORKS;SAS;NIT;no tiene;2017;Medellín;Antioquia;749;1;0;1;2;0;0;0;3;0;0.17;0;wom;TRUE;1;0;523;0;1;Linux;MANUFACTURA;1;0
780;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;17/01/2022 17:41;SOCIAL_NETWORKS;SAS;NIT;no tiene;2018;Bogotá;Bogotá;593;1;1;2;1;0;0;0;0;0;0.27;0.44;claro;FALSE;0;0;537;0;2;Windows;SERVICIOS;71;12
782;BUSINESS;ACTIVE;ACTIVE;2000000;CURRENT_CUSTOMER;17/01/2022 17:20;INTERNET;LTDA;NIT;tiene;2008;Bogotá;Bogotá;642;1;0;2;1;0;19841;0;5;0;0.49;0.64;claro;FALSE;0;0;553;0;2;Windows;SERVICIOS;2;22
819;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;18/01/2022 7:10;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Medellín;Antioquia;599;1;0;1;2;0;0;0;2;0;0.39;0.62;movistar;FALSE;0;0;349;0;1;iPhone;MANUFACTURA;13;0
850;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;18/01/2022 12:06;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Bogotá;Bogotá;701;1;1;1;1;0;0;0;0;0;0.73;0.65;claro;FALSE;0;0;287;0;2;Windows;SERVICIOS;38;0
872;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;19/01/2022 19:47;SOCIAL_NETWORKS;SAS;NIT;tiene;2015;Cajicá;Cundinamarca;570;1;1;2;3;0;0;0;0;0;0.68;0.55;claro;FALSE;0;0;637;0;1;Windows;SERVICIOS;77;15
809;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;20/01/2022 12:47;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;727;1;0;2;2;0;2663;0;3;0;0.11;0;movistar;TRUE;1;1;292;0;2;iPhone;SERVICIOS;4;0
765;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;18/01/2022 11:50;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2014;Bogotá;Bogotá;752;1;1;2;2;0;0;0;0;0;0.63;0.27;claro;FALSE;0;0;714;0;1;Windows;SERVICIOS;35;5
785;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;20/01/2022 13:17;INTERNET;SAS;NIT;no tiene;2014;Bogotá;Bogotá;717;1;1;1;1;0;0;0;0;0;0.46;0.32;claro;FALSE;0;0;368;0;1;Windows;SERVICIOS;51;0
797;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;18/01/2022 12:30;INTERNET;SAS;NIT;tiene;2013;Medellín;Antioquia;711;1;1;5;4;0;242088;0;17;0;0.11;0;claro;TRUE;1;0;590;0;4;Windows;MANUFACTURA;37;6
791;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;19/01/2022 13:53;INTERNET;SAS;NIT;no tiene;2016;Medellín;Antioquia;796;1;1;1;5;0;112811;9907;16;1;0.11;0;claro;TRUE;1;1;280;0;2;Windows;SERVICIOS;30;15
790;BUSINESS;ACTIVE;ACTIVE;12000000;FAMILY_AND_FRIENDS;20/01/2022 14:28;INTERNET;SAS;NIT;tiene;2020;Barranquilla;Atlántico;671;0;0;2;2;0;0;0;0;0;0.53;0.66;claro;FALSE;0;0;538;0;2;Windows;SERVICIOS;69;61
783;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;18/01/2022 14:51;DIRECTO;SAS;NIT;no tiene;2016;Barranquilla;Atlántico;710;1;1;1;3;0;0;0;0;0;0.75;0.35;claro;FALSE;0;0;256;0;1;Windows;SERVICIOS;70;5
767;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;10000000;CURRENT_CUSTOMER;18/01/2022 16:36;INTERNET;SAS;NIT;tiene;2016;Bogotá;Bogotá;774;0;0;3;2;0;0;0;0;0;0.54;0.68;claro;FALSE;0;0;405;0;1;Windows;MANUFACTURA;22;61
1939;BUSINESS;ACTIVE;ACTIVE;10000000;CROSS_SELLING;17/11/2022 18:55;COMMERCIAL_ALLY;SAS;NIT;no tiene;2017;Soledad;Atlántico;664;1;1;3;2;0;0;0;0;0;0.58;0.33;claro;FALSE;0;0;574;0;3;Windows;MANUFACTURA;16;2
2019;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;13/12/2022 17:48;NEWSPAPERS;SAS;NIT;tiene;2011;Cali;Valle del cauca;704;1;1;2;3;0;0;0;0;0;0.55;0.57;claro;FALSE;0;0;419;0;1;Windows;SERVICIOS;14;0
803;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;FAMILY_AND_FRIENDS;21/01/2022 14:04;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Bogotá;Bogotá;722;1;1;3;3;0;0;0;0;0;0.33;0.33;claro;FALSE;0;0;653;0;1;Windows;SERVICIOS;31;0
807;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;21/01/2022 17:15;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Bogotá;Bogotá;819;1;1;1;3;0;0;0;0;0;0.7;0.34;claro;FALSE;0;0;633;0;1;Windows;SERVICIOS;48;0
810;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;22/01/2022 3:21;SOCIAL_NETWORKS;SAS;NIT;tiene;2018;Medellín;Antioquia;575;0;0;3;1;0;0;0;0;0;0.44;0.25;claro;FALSE;0;0;575;0;1;Windows;SERVICIOS;75;30
816;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;20/01/2022 16:12;COMMUNICATION_MEDIA;SAS;NIT;tiene;2020;Bogotá;Bogotá;771;1;1;1;3;0;0;0;0;0;0.49;0.74;claro;FALSE;0;0;333;0;2;Windows;MANUFACTURA;72;6
815;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;21/01/2022 23:30;SOCIAL_NETWORKS;SAS;NIT;tiene;2011;Bogotá;Bogotá;743;1;1;2;3;0;60719;0;4;0;0.11;0;claro;TRUE;1;1;390;0;1;Windows;MANUFACTURA;6;3
804;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;21/01/2022 16:22;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Envigado;Antioquia;781;0;0;2;1;0;0;0;0;0;0.63;0.64;claro;FALSE;0;0;447;0;1;Windows;SERVICIOS;47;334
820;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;22/01/2022 7:53;REFERRER;SAS;NIT;no tiene;2010;Bogotá;Bogotá;740;1;1;1;1;0;101985;0;4;0;0.11;0;claro;TRUE;1;1;261;0;2;iPhone;COMERCIO;52;0
825;BUSINESS;ACTIVE;ACTIVE;5000000;CURRENT_CUSTOMER;21/01/2022 20:02;REFERRER;SAS;NIT;tiene;2016;Bogotá;Bogotá;639;1;1;1;2;0;109061;0;8;0;0.47;0.55;claro;FALSE;0;0;417;0;1;Windows;SERVICIOS;16;4
895;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;2000000;BUSINESS;22/01/2022 20:28;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;647;0;0;2;1;0;0;0;0;0;0.61;0.36;movistar;FALSE;0;0;395;0;1;iPhone;SERVICIOS;25;0
843;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;21/01/2022 11:44;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Medellín;Antioquia;813;1;1;2;2;0;0;0;0;0;0.69;0.7;claro;FALSE;0;0;656;0;3;Windows;SERVICIOS;25;13
845;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;24/01/2022 10:56;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Cali;Valle del cauca;755;1;1;3;3;0;0;0;0;0;0.39;0.36;claro;FALSE;0;0;583;0;2;Windows;SERVICIOS;43;1
857;BUSINESS;LOST;LOST;20000000;FAMILY_AND_FRIENDS;24/01/2022 13:07;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Bogotá;Bogotá;652;1;1;2;3;0;0;0;0;0;0.73;0.51;claro;FALSE;0;0;327;0;1;Windows;SERVICIOS;36;0
822;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;22/01/2022 0:28;COMMERCIAL_ALLY;SAS;NIT;no tiene;2014;Soledad;Atlántico;537;1;1;3;1;0;0;0;0;0;0.39;0.32;claro;FALSE;0;0;658;0;1;Windows;SERVICIOS;25;1
874;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;21/01/2022 9:20;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;627;1;0;1;1;0;538;0;3;0;0.19;0;movistar;TRUE;1;1;630;0;1;Windows;COMERCIO;3;1
876;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;20/01/2022 21:46;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2016;Rionegro;Antioquia;634;1;1;3;3;0;56134;0;22;0;0.27;0.39;claro;FALSE;0;0;320;0;2;Windows;MANUFACTURA;9;14
887;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;21/01/2022 9:14;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Bucaramanga;Santander;562;0;0;3;3;0;0;0;0;0;0.53;0.72;claro;FALSE;0;0;397;0;1;Windows;MANUFACTURA;25;71
789;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;20/01/2022 15:12;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Cartagena de indias;Bolívar;754;0;0;1;1;0;0;0;0;0;0.66;0.39;claro;FALSE;0;0;602;0;1;Windows;SERVICIOS;17;50
794;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;20/01/2022 17:57;COMMERCIAL_ALLY;SAS;NIT;tiene;2018;Bogotá;Bogotá;654;0;0;3;2;0;0;0;0;0;0.67;0.51;claro;FALSE;0;0;450;0;1;Windows;SERVICIOS;28;61
798;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;21/01/2022 8:54;INTERNET;SAS;NIT;no tiene;2017;Facatativá;Cundinamarca;598;1;1;2;1;0;0;0;0;0;0.75;0.66;claro;FALSE;0;0;456;0;1;Windows;MANUFACTURA;72;14
793;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;20/01/2022 16:53;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2014;Bogotá;Bogotá;710;1;1;1;1;0;0;0;0;0;0.34;0.33;claro;FALSE;0;0;612;0;1;Windows;SERVICIOS;54;0
949;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;20/01/2022 18:38;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2014;Medellín;Antioquia;811;1;1;2;2;0;0;0;0;0;0.66;0.75;claro;FALSE;0;0;492;0;1;Windows;SERVICIOS;28;3
934;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;21/01/2022 16:06;SOCIAL_NETWORKS;SAS;NIT;tiene;2013;Bogotá;Bogotá;829;1;1;1;2;0;0;0;0;0;0.34;0.66;claro;FALSE;0;0;260;0;1;Windows;SERVICIOS;79;0
813;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;21/01/2022 21:46;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;644;1;0;2;2;0;0;0;1;0;0.23;0;claro;TRUE;1;1;583;0;2;Linux;SERVICIOS;5;0
1176;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;22/01/2022 17:11;INTERNET;SAS;NIT;tiene;1993;Cali;Valle del cauca;743;1;1;2;2;0;50312;0;2;0;0.23;0;movistar;TRUE;1;1;548;0;2;Windows;SERVICIOS;5;18
857;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;24/01/2022 13:07;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Bogotá;Bogotá;712;1;1;1;2;0;0;0;0;0;0.38;0.61;claro;FALSE;0;0;576;0;1;Windows;SERVICIOS;19;0
