contract_number;card_type;plastic_status;virtual_status;credit_limit;workflow_type;created_at;acquisition_channel;company_type;business_dni_type;business_website;business_foundation_year;city;department;bureau_score;banked_type1;banked_type2;hard_credit_check;number_saving_accounts;number_saving_accounts_alert;bureau_debt;bureau_debt_default;number_current_loans;number_current_loans_default;sherlock_anomaly;sherlock_distrust;sherlock_operator;sherlock_reactivate;sherlock_banked;sherlock_collection;emailage_eascore;lc_judicial_proceedings_against;number_shareholders;os;economic_activity_group;number_employees;mora_ultimos_6meses;moroso
426;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;4/12/21 11:42;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2015;Bogotá;Bogotá;662;1;0;3;2;0;683;0;3;0;0.12;0;movistar;FALSE;1;0;625;0;2;Windows;SERVICIOS;3;0;0
407;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;3/12/21 15:50;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;622;1;1;1;1;0;0;0;0;0;0.25;0.75;claro;FALSE;0;0;460;0;1;Windows;SERVICIOS;57;0;0
420;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;3/12/21 9:20;SOCIAL_NETWORKS;SAS;NIT;no tiene;2014;Medellín;Antioquia;697;1;1;2;1;0;82002;0;4;0;0.63;0;tigo;TRUE;1;1;444;0;2;Macintosh;SERVICIOS;22;1;0
359;BUSINESS;ACTIVE;ACTIVE;20000000;FAMILY_AND_FRIENDS;2/12/21 20:27;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;631;1;1;1;3;0;0;0;0;0;0.26;0.46;claro;FALSE;0;0;285;0;2;Windows;SERVICIOS;73;15;0
394;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;2/12/21 13:58;SOCIAL_NETWORKS;SAS;NIT;tiene;2011;Medellín;Antioquia;700;0;0;1;2;0;0;0;0;0;0.52;0.74;claro;FALSE;0;0;607;0;1;Windows;SERVICIOS;61;120;1
448;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;4/12/21 16:13;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2014;Cali;Valle del cauca;802;1;1;3;3;0;0;0;0;0;0.58;0.52;claro;FALSE;0;0;383;0;2;Windows;SERVICIOS;74;8;0
368;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;3/12/21 9:28;REFERRER;SAS;NIT;no tiene;2014;Medellín;Antioquia;640;1;1;3;2;0;0;0;0;0;0.53;0.61;claro;FALSE;0;0;508;0;1;Windows;SERVICIOS;56;6;0
500;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;2/12/21 21:13;EXTERNAL_ADVERTISING;SAS;NIT;tiene;2018;Bogotá;Bogotá;665;1;1;3;3;0;0;0;0;0;0.33;0.39;claro;FALSE;0;0;410;0;1;Windows;SERVICIOS;21;7;0
545;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;2/12/21 15:57;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2015;Bogotá;Bogotá;657;1;1;2;1;0;0;0;0;0;0.54;0.66;claro;FALSE;0;0;647;0;2;Windows;SERVICIOS;43;6;0
608;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;4/12/21 8:20;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;631;1;0;1;1;0;0;0;1;0;0.17;0;claro;TRUE;1;1;434;0;3;iPhone;SERVICIOS;5;6;0
378;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;2000000;FAMILY_AND_FRIENDS;3/12/21 11:51;COMMERCIAL_ALLY;SAS;NIT;no tiene;2019;Bogotá;Bogotá;706;0;0;3;1;0;0;0;0;0;0.26;0.31;claro;FALSE;0;0;364;0;1;Windows;SERVICIOS;67;76;1
351;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;2/12/21 13:30;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;557;1;1;2;1;0;0;0;0;0;0.55;0.47;claro;FALSE;0;0;681;0;1;Windows;MANUFACTURA;60;0;0
389;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;10000000;FAMILY_AND_FRIENDS;2/12/21 13:48;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Ibagué;Tolima;719;0;0;1;1;0;0;0;0;0;0.39;0.55;claro;FALSE;0;0;489;0;2;Windows;SERVICIOS;11;152;1
490;BUSINESS;CANCELED;CANCELED;20000000;BUSINESS;3/12/21 9:21;COMMERCIAL_ALLY;SAS;NIT;tiene;2004;Medellín;Antioquia;681;1;1;1;4;0;1377310;0;24;0;0.11;0;tigo;FALSE;1;1;732;1;4;Windows;SERVICIOS;44;12;0
353;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;20000000;FAMILY_AND_FRIENDS;2/12/21 13:18;INTERNET;SAS;NIT;no tiene;2015;Pereira;Risaralda;691;1;1;2;2;0;0;0;0;0;0.7;0.57;claro;FALSE;0;0;559;0;2;Windows;SERVICIOS;42;6;0
432;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;2/12/21 18:10;INTERNET;SAS;NIT;tiene;2019;Bogotá;Bogotá;632;1;0;1;2;0;94726;0;2;0;0.29;0.32;claro;FALSE;0;0;506;0;2;Windows;COMERCIO;2;0;0
365;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;3/12/21 8:39;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Bogotá;Bogotá;818;1;1;3;2;0;0;0;0;0;0.57;0.39;claro;FALSE;0;0;665;0;1;Windows;SERVICIOS;19;6;0
400;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;5000000;FAMILY_AND_FRIENDS;2/12/21 14:50;INTERNET;SAS;NIT;no tiene;2015;Cali;Valle del cauca;630;0;0;2;1;0;0;0;0;0;0.3;0.5;claro;FALSE;0;0;729;0;1;Windows;SERVICIOS;41;80;1
616;BUSINESS;ACTIVE;ACTIVE;2000000;CURRENT_CUSTOMER;5/12/21 21:41;COMMUNICATION_MEDIA;SAS;NIT;tiene;2017;Bogotá;Bogotá;660;1;1;3;3;0;163734;0;6;0;0.64;0.44;claro;FALSE;0;0;315;0;2;Windows;COMERCIO;5;0;0
480;BUSINESS;ACTIVE;ACTIVE;5000000;CURRENT_CUSTOMER;6/12/21 14:52;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2015;Medellín;Antioquia;674;1;0;6;1;0;174292;0;2;0;0.36;0.47;claro;FALSE;0;0;747;0;4;Windows;SERVICIOS;7;1;0
894;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;6/12/21 16:11;REFERRER;SAS;NIT;no tiene;2012;Bogotá;Bogotá;647;1;1;2;3;0;0;0;0;0;0.11;0;claro;FALSE;1;1;474;0;2;iPhone;SERVICIOS;3;5;0
530;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;6/12/21 18:31;SOCIAL_NETWORKS;SAS;NIT;tiene;2017;Bogotá;Bogotá;650;1;0;1;3;0;27873;0;3;0;0.23;0;tigo;TRUE;1;1;337;0;3;Windows;SERVICIOS;8;0;0
414;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;5/12/21 20:16;EVENTS;SAS;NIT;no tiene;2015;Bogotá;Bogotá;671;1;1;1;3;0;0;0;0;0;0.69;0.56;claro;FALSE;0;0;299;2;1;Windows;SERVICIOS;12;0;0
412;BUSINESS;CANCELED;CANCELED;5000000;FAMILY_AND_FRIENDS;6/12/21 15:26;INTERNET;SAS;NIT;no tiene;2015;Bucaramanga;Santander;565;0;0;2;2;0;0;0;0;0;0.63;0.53;claro;FALSE;0;0;330;0;3;Windows;SERVICIOS;57;212;1
411;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;6/12/21 14:51;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Sabaneta;Antioquia;728;1;1;3;2;0;0;0;0;0;0.5;0.74;claro;FALSE;0;0;457;0;2;Windows;SERVICIOS;69;1;0
422;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;6/12/21 19:20;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Bogotá;Bogotá;568;1;1;3;1;0;0;0;0;0;0.31;0.29;claro;FALSE;0;0;730;0;2;Windows;SERVICIOS;32;0;0
419;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;6/12/21 18:27;SPECIALIZED_ARTICLE;SAS;NIT;tiene;2013;Bogotá;Bogotá;808;0;0;3;3;0;0;0;0;0;0.41;0.37;claro;FALSE;0;0;416;0;2;Windows;SERVICIOS;39;66;1
435;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;5/12/21 21:47;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Barranquilla;Atlántico;760;1;1;1;2;0;0;0;0;0;0.58;0.31;claro;FALSE;0;0;269;0;3;Windows;SERVICIOS;65;0;0
437;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;6/12/21 15:36;SOCIAL_NETWORKS;SAS;NIT;no tiene;2020;Bogotá;Bogotá;799;0;0;1;3;0;0;0;0;0;0.47;0.62;claro;FALSE;0;0;336;0;2;Windows;MANUFACTURA;43;303;1
449;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;6/12/21 13:01;INTERNET;SAS;NIT;tiene;2020;Santa marta;Magdalena;540;1;1;2;1;0;0;0;0;0;0.52;0.45;claro;FALSE;0;0;680;0;3;Windows;SERVICIOS;78;0;0
434;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;6/12/21 8:44;SOCIAL_NETWORKS;SAS;NIT;no tiene;2015;Bogotá;Bogotá;685;1;1;2;3;0;0;0;0;0;0.27;0.34;claro;FALSE;0;0;314;0;2;Windows;SERVICIOS;22;15;0
462;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;6/12/21 15:52;SOCIAL_NETWORKS;SAS;NIT;tiene;2013;Bogotá;Bogotá;596;1;0;1;2;0;204000;0;3;0;0.23;0;claro;TRUE;1;1;283;0;1;Macintosh;SERVICIOS;1;33;1
424;BUSINESS;PREVENTIVELY_LOCKED;PREVENTIVELY_LOCKED;10000000;FAMILY_AND_FRIENDS;6/12/21 15:47;INTERNET;SAS;NIT;tiene;2019;Bogotá;Bogotá;594;1;1;2;1;0;0;0;0;0;0.33;0.34;claro;FALSE;0;0;329;0;2;Windows;SERVICIOS;31;1;0
503;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;6/12/21 17:43;SOCIAL_NETWORKS;SAS;NIT;no tiene;2009;Barranquilla;Atlántico;756;1;1;1;4;0;8252;0;4;0;0.11;0;movistar;TRUE;1;1;408;0;2;Windows;SERVICIOS;1;0;0
482;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;6/12/21 16:27;COMMERCIAL_ALLY;SAS;NIT;no tiene;2019;Bogotá;Bogotá;615;1;0;1;1;0;0;0;1;0;0.16;0;movistar;FALSE;1;0;487;0;1;Windows;MANUFACTURA;58;152;1
525;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;6/12/21 17:42;SOCIAL_NETWORKS;LTDA;NIT;tiene;1999;Cali;Valle del cauca;653;1;0;1;2;0;370;0;2;0;0.12;0;movistar;TRUE;1;1;305;1;6;Windows;SERVICIOS;7;0;0
543;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;6/12/21 15:44;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Funza;Cundinamarca;612;1;1;5;3;0;131475;0;13;0;0.23;0;tigo;TRUE;1;1;663;0;2;Windows;MANUFACTURA;2;6;0
585;BUSINESS;ACTIVE;ACTIVE;20000000;BUSINESS;6/12/21 15:43;SOCIAL_NETWORKS;SAS;NIT;tiene;2014;Bogotá;Bogotá;616;1;0;1;6;0;0;0;3;0;0.11;0;claro;TRUE;1;1;408;0;1;Windows;SERVICIOS;10;3;0
613;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;6/12/21 16:12;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Bogotá;Bogotá;647;1;0;2;1;0;0;0;3;0;0.11;0;tigo;TRUE;1;1;552;0;2;Windows;SERVICIOS;3;54;1
611;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;6/12/21 15:58;SOCIAL_NETWORKS;SAS;NIT;tiene;2008;Bogotá;Bogotá;749;1;1;2;4;0;7435;0;3;0;0.11;0;movistar;TRUE;1;1;465;0;1;Linux;SERVICIOS;6;3;0
520;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;6/12/21 15:37;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;622;1;0;2;1;0;0;0;1;0;0.23;0;tigo;TRUE;1;1;682;0;2;Windows;MANUFACTURA;2;0;0
520;BUSINESS;LOST;LOST;2000000;BUSINESS;6/12/21 15:37;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Bogotá;Bogotá;622;1;0;2;1;0;0;0;1;0;0.23;0;tigo;TRUE;1;1;695;0;2;Windows;MANUFACTURA;2;0;0
410;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;6/12/21 14:35;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2015;Bogotá;Bogotá;663;1;1;1;2;0;0;0;0;0;0.4;0.46;claro;FALSE;0;0;431;0;1;Windows;SERVICIOS;70;0;0
509;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;15/12/21 18:45;COMMERCIAL_ALLY;SAS;NIT;no tiene;2015;Bogotá;Bogotá;650;1;1;3;1;0;0;0;0;0;0.28;0.51;claro;FALSE;0;0;263;0;1;Windows;SERVICIOS;29;0;0
486;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;15/12/21 15:59;EXTERNAL_ADVERTISING;SAS;NIT;no tiene;2012;Bogotá;Bogotá;546;1;1;2;2;0;0;0;0;0;0.53;0.4;claro;FALSE;0;0;405;0;1;Windows;SERVICIOS;40;0;0
444;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;9/12/21 11:45;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Cali;Valle del cauca;816;1;1;3;3;0;0;0;0;0;0.44;0.34;claro;FALSE;0;0;443;0;2;Windows;SERVICIOS;11;1;0
431;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;7/12/21 17:41;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Bogotá;Bogotá;791;1;1;2;3;0;0;0;0;0;0.34;0.33;claro;FALSE;0;0;440;0;2;Windows;SERVICIOS;21;1;0
429;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;7/12/21 16:26;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2013;Bogotá;Bogotá;718;1;1;2;2;0;0;0;0;0;0.66;0.27;claro;FALSE;0;0;547;0;1;Windows;SERVICIOS;36;12;0
517;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;9/12/21 16:00;INTERNET;LTDA;NIT;tiene;2004;Bogotá;Bogotá;685;1;1;1;2;0;2602;0;4;0;0.17;0;movistar;TRUE;1;1;372;0;3;Windows;SERVICIOS;2;1;0
515;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;16/12/21 21:18;GOOGLE_SEARCH;SAS;NIT;tiene;2020;Bucaramanga;Santander;695;0;0;3;1;0;0;0;0;0;0.29;0.42;claro;FALSE;0;0;613;0;1;Windows;SERVICIOS;35;16;1
516;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;8/12/21 15:59;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2012;Medellín;Antioquia;635;1;0;1;4;0;1143;0;1;0;0.23;0;claro;FALSE;1;1;526;0;1;iPhone;SERVICIOS;2;0;0
632;BUSINESS;CANCELED;CANCELED;5000000;CURRENT_CUSTOMER;7/12/21 21:44;INTERNET;SAS;NIT;no tiene;2018;Bogotá;Bogotá;675;1;0;2;6;0;194582;0;7;0;0.47;0.32;claro;FALSE;0;0;559;0;2;Windows;MANUFACTURA;5;426;1
440;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;7/12/21 15:25;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;La estrella;Antioquia;538;1;1;2;1;0;0;0;0;0;0.63;0.45;claro;FALSE;0;0;366;0;2;Windows;SERVICIOS;28;3;0
428;BUSINESS;CANCELED;CANCELED;5000000;FAMILY_AND_FRIENDS;7/12/21 15:03;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Soledad;Atlántico;573;0;0;2;2;0;0;0;0;0;0.48;0.34;claro;FALSE;0;0;498;0;1;Windows;SERVICIOS;58;484;1
453;BUSINESS;CANCELED;CANCELED;5000000;FAMILY_AND_FRIENDS;9/12/21 12:55;INTERNET;SAS;NIT;no tiene;2013;Bogotá;Bogotá;588;0;0;3;2;0;0;0;0;0;0.32;0.43;claro;FALSE;0;0;393;0;2;Windows;SERVICIOS;10;243;1
621;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;10000000;BUSINESS;9/12/21 13:13;SOCIAL_NETWORKS;SAS;NIT;no tiene;2007;Barranquilla;Atlántico;691;1;0;6;3;0;0;0;3;0;0.16;0.82;claro;TRUE;0;0;374;0;1;Windows;MANUFACTURA;3;0;0
528;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;18/12/21 7:54;SOCIAL_NETWORKS;SAS;NIT;tiene;2019;Popayán;Cauca;582;1;1;3;1;0;0;0;0;0;0.68;0.36;claro;FALSE;0;0;553;0;1;Windows;MANUFACTURA;44;0;0
487;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;15/12/21 16:29;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Medellín;Antioquia;824;0;0;1;3;0;0;0;0;0;0.34;0.28;claro;FALSE;0;0;692;0;1;Windows;SERVICIOS;62;0;0
475;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;10/12/21 17:43;INTERNET;SAS;NIT;no tiene;2018;Envigado;Antioquia;552;0;0;3;1;0;0;0;0;0;0.66;0.67;claro;FALSE;0;0;653;0;1;Windows;SERVICIOS;18;40;1
459;BUSINESS;ACTIVE;ACTIVE;10000000;FAMILY_AND_FRIENDS;10/12/21 19:47;SOCIAL_NETWORKS;SAS;NIT;no tiene;2019;Barranquilla;Atlántico;741;1;1;2;2;0;0;0;0;0;0.25;0.63;claro;FALSE;0;0;349;0;1;Windows;MANUFACTURA;38;0;0
513;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;12/12/21 21:09;COMMERCIAL_ALLY;OTHER;NIT;tiene;2010;Bogotá;Bogotá;622;1;0;3;2;0;0;0;0;0;0.23;0;wom;TRUE;1;1;739;0;1;Windows;SERVICIOS;12;0;0
546;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;11/12/21 23:23;FRIEND_OR_COLLEAGUE;SAS;NIT;no tiene;2010;Bogotá;Bogotá;647;1;0;1;1;0;0;0;0;0;0.11;0;tigo;FALSE;1;1;389;0;1;Android;SERVICIOS;11;19;1
534;BUSINESS;ACTIVE;ACTIVE;2000000;BUSINESS;10/12/21 19:51;SOCIAL_NETWORKS;SAS;NIT;tiene;2010;Bogotá;Bogotá;617;1;1;1;3;0;0;0;0;0;0.23;0;claro;TRUE;1;1;509;0;1;Linux;MANUFACTURA;1;4;0
624;BUSINESS;ACTIVE;ACTIVE;20000000;BUSINESS;13/12/21 2:08;SOCIAL_NETWORKS;SAS;NIT;no tiene;2001;Bogotá;Bogotá;687;1;1;3;3;0;126779;0;17;0;0.19;0;movistar;TRUE;1;1;507;0;2;Windows;COMERCIO;4;2;0
642;BUSINESS;ACTIVE;ACTIVE;30000000;BUSINESS;13/12/21 1:37;INTERNET;SAS;NIT;tiene;2019;Cali;Valle del cauca;627;1;0;1;1;0;0;0;2;0;0.11;0;claro;TRUE;1;0;276;0;2;Windows;SERVICIOS;12;6;0
675;BUSINESS;ACTIVE;ACTIVE;30000000;BUSINESS;11/12/21 19:12;INTERNET;SAS;NIT;no tiene;2016;Bogotá;Bogotá;647;1;0;2;1;0;0;0;0;0;0.11;0;movistar;TRUE;1;1;474;0;1;Linux;SERVICIOS;15;0;0
714;BUSINESS;CANCELED;CANCELED;5000000;FAMILY_AND_FRIENDS;12/01/22 23:44;GOOGLE_SEARCH;SAS;NIT;no tiene;2018;Cúcuta;Norte de santander;799;0;0;3;3;0;0;0;0;0;0.35;0.26;claro;FALSE;0;0;363;0;2;Windows;OTRAS INDUSTRIAS;20;273;1
731;BUSINESS;CANCELED;CANCELED;5000000;FAMILY_AND_FRIENDS;14/01/22 14:30;SOCIAL_NETWORKS;SAS;NIT;no tiene;2013;Medellín;Antioquia;737;0;0;3;3;0;0;0;0;0;0.4;0.69;claro;FALSE;0;0;254;0;2;Windows;SERVICIOS;77;365;1
468;BUSINESS;CANCELED;CANCELED;5000000;CURRENT_CUSTOMER;14/12/21 16:12;COMMERCIAL_ALLY;SAS;NIT;tiene;2016;Medellín;Antioquia;562;1;1;4;1;0;305060;0;6;0;0.39;0.6;claro;FALSE;0;0;461;0;1;Windows;COMERCIO;3;0;0
457;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;14/12/21 15:27;COMMERCIAL_ALLY;SAS;NIT;tiene;2015;Bogotá;Bogotá;661;1;1;3;1;0;140537;0;9;0;0.61;0.47;claro;FALSE;0;0;487;0;1;Windows;SERVICIOS;8;3;0
461;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;14/12/21 8:59;INTERNET;SAS;NIT;tiene;2016;Bogotá;Bogotá;578;1;1;1;2;0;0;0;0;0;0.54;0.69;claro;FALSE;0;0;254;0;1;Windows;SERVICIOS;15;1;0
454;BUSINESS;ACTIVE;ACTIVE;10000000;CURRENT_CUSTOMER;13/12/21 16:11;FRIEND_OR_COLLEAGUE;SAS;NIT;tiene;2019;Bogotá;Bogotá;591;1;0;3;1;0;25862;133;3;1;0.44;0.59;claro;FALSE;0;0;713;0;2;Windows;COMERCIO;1;90;1
478;BUSINESS;CANCELED;CANCELED;10000000;FAMILY_AND_FRIENDS;14/12/21 10:32;INTERNET;SAS;NIT;tiene;2020;Barranquilla;Atlántico;667;0;0;1;1;0;0;0;0;0;0.65;0.38;claro;FALSE;0;0;367;0;2;Windows;SERVICIOS;31;394;1
463;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;15/12/21 1:37;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2013;Bogotá;Bogotá;706;1;1;1;1;0;0;0;0;0;0.31;0.63;claro;FALSE;0;0;476;0;1;Windows;SERVICIOS;40;0;0
481;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;14/12/21 12:59;SOCIAL_NETWORKS;SAS;NIT;tiene;2020;Medellín;Antioquia;536;1;1;1;2;0;0;0;0;0;0.71;0.61;claro;FALSE;0;0;711;0;2;Windows;MANUFACTURA;60;6;0
507;BUSINESS;ACTIVE;ACTIVE;5000000;BUSINESS;14/12/21 18:43;COMMUNICATION_MEDIA;SAS;NIT;tiene;2017;Bogotá;Bogotá;624;1;0;1;2;0;0;0;1;0;0.11;0;movistar;TRUE;1;1;718;0;1;Windows;SERVICIOS;2;12;0
499;BUSINESS;ACTIVE;ACTIVE;30000000;BUSINESS;14/12/21 19:21;SOCIAL_NETWORKS;SAS;NIT;tiene;2013;Bogotá;Bogotá;653;1;0;1;1;0;3253;0;1;0;0.17;0.13;wom;TRUE;1;1;266;0;1;Windows;SERVICIOS;1;15;0
483;BUSINESS;ACTIVE;ACTIVE;10000000;BUSINESS;14/12/21 15:44;SOCIAL_NETWORKS;SAS;NIT;tiene;2016;Cali;Valle del cauca;691;1;1;3;4;0;29425;0;11;0;0.11;0;tigo;TRUE;1;1;534;0;1;Windows;SERVICIOS;11;13;0
536;BUSINESS;SECURITY_LOCKED;SECURITY_LOCKED;10000000;BUSINESS;13/12/21 15:01;NEWSPAPERS;SAS;NIT;tiene;2010;Bogotá;Bogotá;687;1;0;1;2;0;11997;0;1;0;0.11;0;claro;TRUE;1;1;561;0;1;Windows;COMERCIO;5;39;1
527;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;14/12/21 11:31;SOCIAL_NETWORKS;SAS;NIT;tiene;2018;Pereira;Risaralda;689;1;1;1;3;0;0;0;0;0;0.43;0.69;claro;FALSE;0;0;532;0;1;Windows;SERVICIOS;59;0;0
580;BUSINESS;ACTIVE;ACTIVE;5000000;CURRENT_CUSTOMER;13/12/21 10:44;DIRECTO;SA;NIT;no tiene;2000;Cali;Valle del cauca;674;1;1;3;8;0;188873;0;14;0;0.56;0.56;claro;FALSE;0;0;549;1;1;Windows;SERVICIOS;15;34;1
661;BUSINESS;ACTIVE;ACTIVE;2000000;CURRENT_CUSTOMER;13/12/21 14:44;COMMERCIAL_ALLY;SAS;NIT;tiene;2016;Medellín;Antioquia;639;1;0;1;1;0;40943;0;3;0;0.6;0.73;claro;FALSE;0;0;649;0;1;Windows;COMERCIO;4;7;0
681;BUSINESS;ACTIVE;ACTIVE;2000000;CURRENT_CUSTOMER;13/12/21 16:19;COMMERCIAL_ALLY;SAS;NIT;no tiene;2011;Medellín;Antioquia;664;1;0;2;1;0;173321;0;9;0;0.65;0.56;claro;FALSE;0;0;625;0;3;Windows;SERVICIOS;15;4;0
717;BUSINESS;ACTIVE;ACTIVE;30000000;FAMILY_AND_FRIENDS;12/01/22 14:02;GOOGLE_SEARCH;SAS;NIT;tiene;2019;Envigado;Antioquia;601;1;1;2;2;0;0;0;0;0;0.38;0.36;claro;FALSE;0;0;362;0;1;Windows;SERVICIOS;43;0;0
711;BUSINESS;CANCELED;CANCELED;2000000;FAMILY_AND_FRIENDS;12/01/22 17:13;SOCIAL_NETWORKS;SAS;NIT;tiene;2021;Bogotá;Bogotá;712;0;0;2;2;0;0;0;0;0;0.33;0.53;claro;FALSE;0;0;410;0;1;Windows;COMERCIO;38;303;1
467;BUSINESS;ACTIVE;ACTIVE;2000000;FAMILY_AND_FRIENDS;15/12/21 12:18;EVENTS;SAS;NIT;no tiene;2013;Bogotá;Bogotá;548;1;1;2;2;0;0;0;0;0;0.73;0.75;claro;FALSE;0;0;544;0;2;Windows;SERVICIOS;52;3;0
465;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;15/12/21 11:40;COMMUNICATION_MEDIA;SAS;NIT;no tiene;2013;Bogotá;Bogotá;537;1;1;3;1;0;0;0;0;0;0.53;0.28;claro;FALSE;0;0;350;0;1;Windows;SERVICIOS;30;11;0
471;BUSINESS;ACTIVE;ACTIVE;5000000;FAMILY_AND_FRIENDS;15/12/21 14:14;INTERNET;SAS;NIT;no tiene;2013;Bogotá;Bogotá;727;0;0;1;3;0;0;0;0;0;0.64;0.73;claro;FALSE;0;0;344;0;1;Windows;SERVICIOS;29;18;1
