id,contract_number,card_type,plastic_status,virtual_status,credit_limit,sempli_score,workflow_id,workflow_type,status,rejection_reason,created_at,acquisition_channel,company_type,business_dni_type,business_website,employees_range,business_foundation_year,economic_activity,city,department,bureau_type,bureau_mean_age,bureau_score,banked_type1,banked_type2,hard_credit_check,number_saving_accounts,number_saving_accounts_alert,bureau_debt,bureau_debt_default,number_current_loans,number_current_loans_default,max_vector_24m,current_vector,max_vector_3m,max_vector_6m,max_vector_12m,sherlock_anomaly,sherlock_distrust,sherlock_operator,sherlock_line_start_date,sherlock_line_state,sherlock_reactivate,sherlock_banked,sherlock_collection,sherlock_collection_perc,sherlock_collection_no_telcos_perc,emailage_ipaddress,emailage_ipcity,emailage_ipcountry,emailage_ipregion,emailage_eascore,credit_study_income,onboarding_income,dian_income,lc_judicial_proceedings_against,number_shareholders,tier,os,economic_activity_description,economic_activity_group,number_employees,mora_ultimos_6meses,moroso
902,520,BUSINESS,LOST,LOST,10000,,950,BUSINESS,SUCCESS,,2021-12-06 15:37:09,SOCIAL_NETWORKS,SAS,NIT,,RANGE_1,2019,24,Bogotá D.C.,"Bogotá, d. c.",transunion,,622,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0.23,0,tigo,2018-01-01 0:00:00,ACTIVE,TRUE,1,1,17.191.977.078,17.191.977.078,181.71.30.25,bogota,Colombia,distrito capital,500,12.113.195.999.999.900,121132,121132,0,2,3,Windows,"Manufactura de materiales (metal, cemento, vidrio, acero, plástico, caucho)",MANUFACTURA,2,0,0
971,416,PROFESSIONAL,CANCELED,CANCELED,234.632.055,,995,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-06 16:22:30,SOCIAL_NETWORKS,,CC,,,,,Pereira,Risaralda,experian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,253,1
891,410,BUSINESS,ACTIVE,ACTIVE,20000,,943,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-06 14:35:48,FRIEND_OR_COLLEAGUE,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,0
7601,709,PROFESSIONAL,ACTIVE,ACTIVE,5000,,3534,FAMILY_AND_FRIENDS,SUCCESS,,2022-01-12 14:38:40,FRIEND_OR_COLLEAGUE,,CC,,,,,Cúcuta,Norte de santander,experian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,1
2772,509,BUSINESS,ACTIVE,ACTIVE,5000,,1611,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 18:45:24,COMMERCIAL_ALLY,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,0
2741,486,BUSINESS,ACTIVE,ACTIVE,2000,,1594,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 15:59:12,EXTERNAL_ADVERTISING,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,0
1393,442,PROFESSIONAL,CANCELED,CANCELED,5000,,1190,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-09 12:40:53,SOCIAL_NETWORKS,,CC,,,,,Cúcuta,Norte de santander,experian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,467,1
1384,444,BUSINESS,ACTIVE,ACTIVE,2000,,1182,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-09 11:45:18,SOCIAL_NETWORKS,SAS,NIT,,,,,Cali,Valle del cauca,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,0
1185,431,BUSINESS,ACTIVE,ACTIVE,2000,,1115,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-07 17:41:56,SOCIAL_NETWORKS,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,1,0
1174,429,BUSINESS,ACTIVE,ACTIVE,2000,,1108,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-07 16:26:09,FRIEND_OR_COLLEAGUE,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,12,0
1176,430,PROFESSIONAL,ACTIVE,ACTIVE,5000,,1110,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-07 16:37:13,COMMUNICATION_MEDIA,,CC,,,,,Bogotá D.C.,"Bogotá, d. c.",experian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,40,1
1411,517,BUSINESS,ACTIVE,ACTIVE,10000,,1197,BUSINESS,SUCCESS,,2021-12-09 16:00:45,INTERNET,LTDA,NIT,www.grupolaera.com,RANGE_1,2004,33,Bogotá D.C.,"Bogotá, d. c.",transunion,,685,1,1,,2,0,2602,0,4,0,0,0,0,0,0,0.17,0,movistar,2017-02-01 0:00:00,ACTIVE,TRUE,1,1,6.164.383.561.599.990,6.164.383.561.599.990,181.61.208.50,chia,Colombia,cundinamarca,11,779805,779805,779805,0,3,3,Windows,Consultoría empresarial,SERVICIOS,2,1,0
2907,515,BUSINESS,ACTIVE,ACTIVE,5000,,1674,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-16 21:18:24,GOOGLE_SEARCH,SAS,NIT,www.rentinautos.com,,2020,,Bucaramanga,Santander,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,16,1
1282,516,BUSINESS,ACTIVE,ACTIVE,10000,,1150,BUSINESS,SUCCESS,,2021-12-08 15:59:03,FRIEND_OR_COLLEAGUE,SAS,NIT,,RANGE_2,2012,33,Medellín,Antioquia,transunion,,635,1,0,1,4,0,1143,0,1,0,0,0,0,0,0,0.23,0,claro,2017-04-01 0:00:00,ACTIVE,FALSE,1,1,47.263.681.592,47.263.681.592,190.250.159.240,medellin,Colombia,antioquia,164,814532.04,814532,814532,0,1,3,iPhone,Consultoría empresarial,SERVICIOS,2,0,0
1203,632,BUSINESS,CANCELED,CANCELED,10000,,1126,CURRENT_CUSTOMER,SUCCESS,,2021-12-07 21:44:37,INTERNET,SAS,NIT,,RANGE_2,2018,20,Bogotá D.C.,"Bogotá, d. c.",transunion,,675,1,0,2,6,0,194582,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,436436.04,436436,436436,0,2,3,,Alimentos y bebidas,MANUFACTURA,5,426,1
1157,440,BUSINESS,ACTIVE,ACTIVE,5000,,1099,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-07 15:25:09,SOCIAL_NETWORKS,SAS,NIT,,,,,La estrella,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,0
1150,428,BUSINESS,CANCELED,CANCELED,2000,,1097,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-07 15:03:46,SOCIAL_NETWORKS,SAS,NIT,,,,,Soledad,Atlántico,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,484,1
1396,453,BUSINESS,CANCELED,CANCELED,2000,,1191,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-09 12:55:14,INTERNET,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,243,1
1397,621,BUSINESS,SECURITY_LOCKED,SECURITY_LOCKED,5000,,1192,BUSINESS,SUCCESS,,2021-12-09 13:13:59,SOCIAL_NETWORKS,SAS,NIT,,RANGE_1,2007,28,Barranquilla,Atlántico,transunion,,691,1,0,6,3,0,0,0,3,0,0,0,0,0,0,0.16,0.82,claro,2021-09-01 0:00:00,ACTIVE,TRUE,0,0,0,0,181.49.229.117,bogota,Colombia,distrito capital,110,391562.04,391562,391562,0,1,2,Windows,Vehículos y autopartes,MANUFACTURA,3,0,0
3033,528,BUSINESS,ACTIVE,ACTIVE,5000,,1731,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-18 7:54:16,SOCIAL_NETWORKS,SAS,NIT,Biotechagropecuaria.com,,2019,20,Popayán,Cauca,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Alimentos y bebidas,MANUFACTURA,,0,0
2746,487,BUSINESS,CANCELED,CANCELED,5000,,1599,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 16:29:48,SOCIAL_NETWORKS,SAS,NIT,,,,,Medellín,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,#N/A,#N/A
1569,769,PROFESSIONAL,ACTIVE,ACTIVE,10000,,2008,PROFESSIONAL,SUCCESS,,2021-12-10 14:01:09,COMMUNICATION_MEDIA,,CC,https://tomomi.com.co/,,2019,45,Medellín,Antioquia,experian,25,770,0,1,13,3,0,0,0,1,0,0,0,0,0,0,0.16,0,virgin,2018-10-01 0:00:00,ACTIVE,FALSE,1,1,6.578.947.368,6.578.947.368,190.165.57.247,medellin,Colombia,antioquia,290,39954,39302,39954,,,3,Android,Tecnología y suministros para empresa y hogar,COMERCIO,2,0,0
1555,447,PROFESSIONAL,CANCELED,CANCELED,2000,,1229,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-10 13:11:31,COMMERCIAL_ALLY,,CC,,,,,Bogotá D.C.,"Bogotá, d. c.",experian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,344,1
1594,475,BUSINESS,ACTIVE,ACTIVE,5000,,1240,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-10 17:43:47,INTERNET,SAS,NIT,,,2018,37,Envigado,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Publicidad,SERVICIOS,,40,1
1598,459,BUSINESS,ACTIVE,ACTIVE,5000,,1242,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-10 19:47:57,SOCIAL_NETWORKS,SAS,NIT,,,2019,28,Barranquilla,Atlántico,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Vehículos y autopartes,MANUFACTURA,,0,0
2003,513,BUSINESS,ACTIVE,ACTIVE,10000,,1329,BUSINESS,SUCCESS,,2021-12-12 21:09:22,COMMERCIAL_ALLY,OTHER,NIT,www.corpae.org,RANGE_2,2010,33,Bogotá D.C.,"Bogotá, d. c.",transunion,,622,1,0,3,2,0,,,,,,,,,,0.23,0,wom,2016-11-01 0:00:00,ACTIVE,TRUE,1,1,210.332.103.321,206.642.066.421,186.98.233.97,cienaga,Colombia,magdalena,455,270986.04,270986,270986,0,1,3,Windows,Consultoría empresarial,SERVICIOS,12,0,0
1800,546,BUSINESS,ACTIVE,ACTIVE,10000,,1298,BUSINESS,SUCCESS,,2021-12-11 23:23:03,FRIEND_OR_COLLEAGUE,SAS,NIT,,RANGE_2,2010,55,Bogotá D.C.,"Bogotá, d. c.",transunion,,647,1,0,1,1,0,,,,,,,,,,0.11,0,tigo,2016-10-01 0:00:00,ACTIVE,FALSE,1,1,16.861.219.196,16.861.219.196,190.26.9.123,bogota,Colombia,distrito capital,11,908400,908400,908400,0,1,3,Android,Actividades veterinarias,SERVICIOS,11,19,1
1601,534,BUSINESS,ACTIVE,ACTIVE,10000,,1243,BUSINESS,SUCCESS,,2021-12-10 19:51:55,SOCIAL_NETWORKS,SAS,NIT,www.intechgroup.com.co,RANGE_1,2010,25,Bogotá D.C.,"Bogotá, d. c.",transunion,,617,,0,1,,,,,,,,,,,,0.23,0,claro,2016-10-01 0:00:00,ACTIVE,TRUE,1,1,53.872.053.872,53.872.053.872,181.155.23.6,bogota,Colombia,distrito capital,500,558342,558342,558342,0,1,3,Linux,Manufactura y procesamiento de químicos,MANUFACTURA,1,4,0
1590,582,PROFESSIONAL,ACTIVE,ACTIVE,5000,,2070,PROFESSIONAL,SUCCESS,,2021-12-10 16:56:36,SOCIAL_NETWORKS,,CC,,,2014,43,Cali,Valle del cauca,experian,40,669,1,1,21,12,0,23713,0,23,0,0,0,0,0,0,0.23,0,movistar,2018-01-01 0:00:00,ACTIVE,TRUE,1,1,72.041.166.381,72.041.166.381,191.106.152.50,santiago de cali,Colombia,valle del cauca,500,44744.04,73566,44744,0,,2,Linux,"Hogar, muebles, electrodomésticos y accesorios",COMERCIO,,100,1
2055,624,BUSINESS,ACTIVE,ACTIVE,10000,,1340,BUSINESS,SUCCESS,,2021-12-13 2:08:07,SOCIAL_NETWORKS,SAS,NIT,,RANGE_2,2001,45,Bogotá D.C.,"Bogotá, d. c.",transunion,,687,1,1,,3,0,126779,0,17,0,0,0,0,0,0,0.19,0,movistar,2020-05-01 0:00:00,ACTIVE,TRUE,1,1,49.019.607.843,49.019.607.843,190.158.247.203,bogota,Colombia,distrito capital,127,474768.96,474769,474769,0,2,3,Windows,Tecnología y suministros para empresa y hogar,COMERCIO,4,2,0
2053,642,BUSINESS,ACTIVE,ACTIVE,10000,,1339,BUSINESS,SUCCESS,,2021-12-13 1:37:42,INTERNET,SAS,NIT,https://www.cobranzaactiva.com/,RANGE_2,2019,33,Cali,Valle del cauca,transunion,,627,1,0,,1,0,0,0,2,0,0,0,0,0,0,0.11,0,claro,2017-10-01 0:00:00,ACTIVE,TRUE,1,0,0,0,190.147.37.39,palmira,Colombia,valle del cauca,494,54840,54840,54840,0,2,3,Windows,Consultoría empresarial,SERVICIOS,,6,0
1758,675,BUSINESS,ACTIVE,ACTIVE,10000,,1283,BUSINESS,SUCCESS,,2021-12-11 19:12:57,INTERNET,SAS,NIT,,RANGE_1,2016,37,Bogotá D.C.,"Bogotá, d. c.",transunion,,647,1,0,,1,0,,,,,,,,,,0.11,0,movistar,2016-08-01 0:00:00,ACTIVE,TRUE,1,1,3.984.063.745,3.984.063.745,200.118.60.33,bogota,Colombia,distrito capital,96,46952.04,17697,46952,0,1,3,Linux,Publicidad,SERVICIOS,,0,0
7737,714,BUSINESS,CANCELED,CANCELED,5000,,3584,FAMILY_AND_FRIENDS,SUCCESS,,2022-01-12 23:44:42,GOOGLE_SEARCH,SAS,NIT,,,2018,50,Cúcuta,Norte de santander,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Infraestructura,OTRAS INDUSTRIAS,,273,1
7977,731,BUSINESS,CANCELED,CANCELED,2000,,3713,FAMILY_AND_FRIENDS,ERROR,,2022-01-14 14:30:46,SOCIAL_NETWORKS,SAS,NIT,,,,,Medellín,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,365,1
2488,468,BUSINESS,CANCELED,CANCELED,20000,,1521,CURRENT_CUSTOMER,SUCCESS,,2021-12-14 16:12:59,COMMERCIAL_ALLY,SAS,NIT,https://intraparts.co/,RANGE_1,2016,45,Medellín,Antioquia,transunion,,562,1,1,4,1,0,305060,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,1358127,1358127,1358127,0,1,4,,Tecnología y suministros para empresa y hogar,COMERCIO,3,#N/A,#N/A
2466,457,BUSINESS,ACTIVE,ACTIVE,30000,,1469,CURRENT_CUSTOMER,SUCCESS,,2021-12-14 15:27:14,COMMERCIAL_ALLY,SAS,NIT,www.tripleasoluciones.co,RANGE_2,2015,33,Bogotá D.C.,"Bogotá, d. c.",transunion,,661,1,1,,1,0,140537,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,450092.04,450092,441544,0,1,5,,Consultoría empresarial,SERVICIOS,8,3,0
2311,461,BUSINESS,ACTIVE,ACTIVE,30000,,1416,CURRENT_CUSTOMER,ERROR,,2021-12-14 8:59:43,INTERNET,SAS,NIT,www.evmas.net,RANGE_2,2016,36,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Ingeniería,SERVICIOS,,1,0
2177,454,BUSINESS,ACTIVE,ACTIVE,5000,,1382,CURRENT_CUSTOMER,SUCCESS,,2021-12-13 16:11:54,FRIEND_OR_COLLEAGUE,SAS,NIT,www.plenti.com.co,RANGE_1,2019,42,Bogotá D.C.,"Bogotá, d. c.",transunion,,591,1,0,,1,0,25862,133,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,195678,195678,,0,2,2,,Alimentos y canasta familiar,COMERCIO,1,90,1
2338,455,PROFESSIONAL,ACTIVE,ACTIVE,5000,,1425,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-14 10:34:54,FRIEND_OR_COLLEAGUE,,CC,,,,,Medellín,Antioquia,experian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0
2526,458,PROFESSIONAL,ACTIVE,ACTIVE,5000,,1482,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-14 17:48:50,FRIEND_OR_COLLEAGUE,,CC,,,,,Medellín,Antioquia,experian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0
2336,478,BUSINESS,CANCELED,CANCELED,5000,,1520,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-14 10:32:44,INTERNET,SAS,NIT,https://www.rebajaslocas.com/,,2020,,Barranquilla,Atlántico,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,394,1
2646,463,BUSINESS,ACTIVE,ACTIVE,5000,,1513,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 1:37:33,COMMUNICATION_MEDIA,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,0
2380,481,BUSINESS,ACTIVE,ACTIVE,10000,,1472,FAMILY_AND_FRIENDS,ERROR,,2021-12-14 12:59:47,SOCIAL_NETWORKS,SAS,NIT,www.falkon.parts,,2020,28,Medellín,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Vehículos y autopartes,MANUFACTURA,,6,0
2544,507,BUSINESS,ACTIVE,ACTIVE,10000,,1491,BUSINESS,SUCCESS,,2021-12-14 18:43:01,COMMUNICATION_MEDIA,SAS,NIT,https://contablesds.com/,RANGE_1,2017,33,Bogotá D.C.,"Bogotá, d. c.",transunion,,624,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0.11,0,movistar,2016-12-01 0:00:00,ACTIVE,TRUE,1,1,22.058.823.529,7.352.941.176,181.53.61.173,san jose del chocho,Colombia,cundinamarca,11,96969,96969,96969,0,1,3,Windows,Consultoría empresarial,SERVICIOS,2,12,0
2557,499,BUSINESS,ACTIVE,ACTIVE,10000,,1505,BUSINESS,SUCCESS,,2021-12-14 19:21:22,SOCIAL_NETWORKS,SAS,NIT,www.ruedemas.com,RANGE_1,2013,36,Bogotá D.C.,"Bogotá, d. c.",transunion,,653,1,0,1,1,0,3253,0,1,0,0,0,0,0,0,0.17,0.13,wom,2017-05-01 0:00:00,ACTIVE,TRUE,1,1,16.666.666.667,16.666.666.667,186.28.146.254,bogota,Colombia,distrito capital,500,385887,385000,385887,0,1,3,Windows,Ingeniería,SERVICIOS,1,15,0
2473,483,BUSINESS,ACTIVE,ACTIVE,10000,,1474,BUSINESS,SUCCESS,,2021-12-14 15:44:30,SOCIAL_NETWORKS,SAS,NIT,https://boostersmediagroup.com/,RANGE_2,2016,40,Cali,Valle del cauca,transunion,,691,1,1,3,4,0,29425,0,11,0,0,0,0,0,0,0.11,0,tigo,2017-02-01 0:00:00,ACTIVE,TRUE,1,1,14.285.714.285.800.000,14.285.714.285.800.000,186.147.212.60,santiago de cali,Colombia,valle del cauca,132,1116671.04,1116671,1116671,0,1,3,Windows,Software y servicios de internet,SERVICIOS,11,13,0
2165,536,BUSINESS,SECURITY_LOCKED,SECURITY_LOCKED,30000,,1377,BUSINESS,SUCCESS,,2021-12-13 15:01:54,NEWSPAPERS,SAS,NIT,www.puffestilorelax.com,RANGE_2,2010,43,Bogotá D.C.,"Bogotá, d. c.",transunion,,687,1,0,1,2,0,11997,0,1,0,0,0,0,0,0,0.11,0,claro,2017-03-01 0:00:00,ACTIVE,TRUE,1,1,16.326.530.612,16.326.530.612,181.61.25.232,bogota,Colombia,distrito capital,99,578040.96,578041,578041,0,1,5,Windows,"Hogar, muebles, electrodomésticos y accesorios",COMERCIO,5,39,1
2353,527,BUSINESS,ACTIVE,ACTIVE,5000,,1430,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-14 11:31:11,SOCIAL_NETWORKS,SAS,NIT,www.cdaanserma.com,,2018,41,Pereira,Risaralda,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Transporte y Logística,SERVICIOS,,0,0
2118,580,BUSINESS,ACTIVE,ACTIVE,5000,,1427,CURRENT_CUSTOMER,SUCCESS,,2021-12-13 10:44:46,,SA,NIT,,RANGE_2,2000,41,Cali,Valle del cauca,transunion,,674,1,1,3,8,0,188873,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,1160129.04,1160129,1160129,1,1,2,,Transporte y Logística,SERVICIOS,15,34,1
2162,661,BUSINESS,ACTIVE,ACTIVE,30000,,1375,CURRENT_CUSTOMER,SUCCESS,,2021-12-13 14:44:48,COMMERCIAL_ALLY,SAS,NIT,www.fourelements.com.co,RANGE_2,2016,44,Medellín,Antioquia,transunion,,639,1,0,,1,0,40943,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,414165,414165,375913,0,1,5,,Moda,COMERCIO,4,7,0
2631,694,PROFESSIONAL,ACTIVE,ACTIVE,30000,,2788,PROFESSIONAL,SUCCESS,,2021-12-14 22:23:12,SOCIAL_NETWORKS,,CC,,,2021,40,Bogotá D.C.,"Bogotá, d. c.",experian,50,913,1,0,4,7,0,53196,0,5,0,0,0,0,0,0,0.14,0,claro,2016-07-01 0:00:00,ACTIVE,FALSE,1,0,0,0,186.84.22.25,bogota,Colombia,distrito capital,273,169224.96,126000,169225,,,5,Linux,Software y servicios de internet,SERVICIOS,1,1,0
2180,681,BUSINESS,ACTIVE,ACTIVE,10000,,1384,CURRENT_CUSTOMER,SUCCESS,,2021-12-13 16:19:46,COMMERCIAL_ALLY,SAS,NIT,,RANGE_2,2011,14,Medellín,Antioquia,transunion,,664,1,0,2,1,0,173321,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,688446,688446,688446,0,3,3,,"Tecnología de la información, Media o Publicidad",,15,4,0
2522,578,PROFESSIONAL,CANCELED,CANCELED,10000,,2095,PROFESSIONAL,SUCCESS,,2021-12-14 17:38:12,SOCIAL_NETWORKS,,CC,,,2018,36,Bogotá D.C.,"Bogotá, d. c.",experian,25,722,1,1,7,5,0,287,0,3,0,0,0,0,0,0,0.11,0,claro,2018-01-01 0:00:00,ACTIVE,TRUE,1,1,240.740.740.741,30.864.197.531,186.179.100.201,granada,Colombia,meta,199,34185.96,60000,34186,0,,3,Linux,Ingeniería,SERVICIOS,,376,1
7590,717,BUSINESS,ACTIVE,ACTIVE,10000,,3527,FAMILY_AND_FRIENDS,SUCCESS,,2022-01-12 14:02:28,GOOGLE_SEARCH,SAS,NIT,www.oleodinamica-corp.com,,2019,,Envigado,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,0
7640,711,BUSINESS,CANCELED,CANCELED,5000,,3554,FAMILY_AND_FRIENDS,SUCCESS,,2022-01-12 17:13:47,SOCIAL_NETWORKS,SAS,NIT,www.italroom.com.co,,2021,43,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Hogar, muebles, electrodomésticos y accesorios",COMERCIO,,303,1
2688,467,BUSINESS,ACTIVE,ACTIVE,5000,,1548,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 12:18:24,EVENTS,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,3,0
2678,465,BUSINESS,ACTIVE,ACTIVE,2000,,1540,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 11:40:19,COMMUNICATION_MEDIA,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,11,0
2719,471,BUSINESS,ACTIVE,ACTIVE,2000,,1573,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 14:14:37,INTERNET,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,18,1
5898,671,BUSINESS,ACTIVE,ACTIVE,30000,,2904,CURRENT_CUSTOMER,SUCCESS,,2022-01-05 0:15:02,COMMERCIAL_ALLY,SAS,NIT,www.softrace.co,RANGE_2,2002,40,Bogotá D.C.,"Bogotá, d. c.",transunion,,611,1,1,1,2,0,71950,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,1430601.96,1430602,1429641,,2,5,,Software y servicios de internet,SERVICIOS,7,1,0
2708,491,BUSINESS,ACTIVE,ACTIVE,2000,,1563,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 13:32:08,INTERNET,SAS,NIT,www.aliurisabogados.com,,2017,33,Medellín,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,Consultoría empresarial,SERVICIOS,,59,1
2686,477,BUSINESS,ACTIVE,ACTIVE,2000,,1547,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 12:13:16,SOCIAL_NETWORKS,SAS,NIT,,,,,Cartagena de indias,Bolívar,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,50,1
2716,469,BUSINESS,ACTIVE,ACTIVE,5000,,1570,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 14:06:54,COMMUNICATION_MEDIA,SAS,NIT,,,2017,,Medellín,Antioquia,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,40,1
2735,479,BUSINESS,ACTIVE,ACTIVE,5000,,1588,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 15:19:51,INTERNET,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,6,0
2715,473,BUSINESS,ACTIVE,ACTIVE,5000,,1568,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 14:01:31,INTERNET,SAS,NIT,www.megapesados.co,,2013,28,Villavicencio,Meta,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,Vehículos y autopartes,MANUFACTURA,,0,0
2691,466,BUSINESS,ACTIVE,ACTIVE,2000,,1549,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 12:26:43,SOCIAL_NETWORKS,SAS,NIT,,,,,Neiva,Huila,transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,8,0
2722,474,BUSINESS,ACTIVE,ACTIVE,5000,,1576,FAMILY_AND_FRIENDS,SUCCESS,,2021-12-15 14:34:28,INTERNET,SAS,NIT,,,,,Bogotá D.C.,"Bogotá, d. c.",transunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,4,0
